Year,est,lwr,upr,log_est,se,type
2009,538951.999959871,381810.129795057,760768.862828913,13.1973817920478,0.17587214518528,index
2010,716705.769235107,514494.563508993,998391.81225072,13.4824206716707,0.169125762838997,index
2011,839749.366698805,594215.100327276,1186740.28728427,13.6408587533198,0.176463497028677,index
2012,653331.847688288,452073.695605194,944187.877669756,13.3898404685895,0.18788099301598,index
2013,803457.325999121,542245.816212585,1190500.05624862,13.5966793526051,0.200618298424563,index
2014,688723.564315322,491715.799817474,964663.222575475,13.4425952565933,0.171910848017526,index
2015,732012.264201725,517360.149166679,1035723.28832212,13.503552547177,0.177073673532454,index
2016,503868.754640752,353155.364034468,718900.93641178,13.1300711056828,0.181333812587219,index
2017,600858.274143222,435782.670298781,828464.944140254,13.3061143689748,0.163888436761388,index
2018,483139.30094999,335931.297092396,694855.127053682,13.0880602988171,0.185410730291463,index
2019,440415.966444327,284782.036523269,681104.137982531,12.9954749375884,0.22245079935251,index
2021,461699.373127596,327755.077235973,650382.941262393,13.0426692507458,0.174823293059135,index
2022,524001.88798568,350366.310790345,783688.300376748,13.1692505663228,0.205369119575853,index
2023,526466.214539173,364222.562617024,760981.618106519,13.1739424385811,0.187973884192723,index
2024,803982.090981963,554907.098694464,1164856.61138683,13.597332273015,0.189175049624357,index
2003,446730.819432516,301305.169300807,662346.502364878,13.009711498541,0.200938700924663,index
2004,536213.060882661,348862.979542034,824175.861361376,13.1922868627168,0.219316452126661,index
2005,512449.732507635,351942.703565684,746157.615107757,13.1469579022723,0.191704662874461,index
2006,374708.677988115,251101.678324005,559162.305472245,12.8339041443431,0.204233811687502,index
2007,372353.681618265,258157.456970838,537064.727246433,12.8275994386104,0.186878159708807,index
2008,546826.13087839,385066.408333507,776538.308562217,13.2118861714216,0.178939555325852,index
2009,646648.077363833,458784.244893433,911438.74405598,13.3795574956136,0.175116570756904,index
2010,671513.298281619,478099.060515558,943172.96771677,13.4172890985939,0.173327607904426,index
2011,870772.862731237,607837.02434082,1247448.49047563,13.6771364442502,0.183408661659479,index
2012,613773.26520907,427525.122974713,881159.026314541,13.3273808640267,0.184499579611937,index
2013,657731.802145552,440099.787188612,982984.16892493,13.3965525316943,0.20500160493608,index
2014,794665.930069281,546032.015725643,1156514.49406984,13.5856770915726,0.191454641342574,index
2015,719619.242285979,519051.506288176,997688.760353462,13.4864775209539,0.166696492845813,index
2016,790750.186376761,545973.273721086,1145268.25277223,13.5807373768641,0.188989224029426,index
2017,546652.814541073,364135.861183504,820653.309658738,13.2115691715571,0.207293018020698,index
2018,584934.200905738,398936.449048131,857650.435816545,13.2792546428038,0.195257279319786,index
2019,511517.818008874,314181.261262745,832801.030490948,13.1451376985841,0.248684332428442,index
2021,376081.626176598,264285.659292155,535168.612350932,12.8375614897064,0.179990883798698,index
2022,568129.47104679,372377.169585305,866785.405322663,13.2501046137122,0.215535642848836,index
2023,1045540.74622929,735655.453172683,1485961.18918334,13.860044770051,0.1793541202788,index
2024,741752.263764479,506880.964066106,1085454.8894205,13.5167705900722,0.194258222573413,index
2003,494518.154901701,322876.317148799,757405.212271055,13.1113391430246,0.217511411719128,index
2004,423178.135496574,267738.318620501,668861.055395619,12.9555484934859,0.233567115351723,index
2005,447811.120741343,312531.040935927,641647.624053862,13.0121268170085,0.183507322392104,index
2006,451730.219925386,277858.36014708,734403.641790091,13.0208404220512,0.24795029853747,index
2007,377136.554388307,256717.466223887,554040.918010003,12.8403626140784,0.196244018350011,index
2008,371867.838955868,249627.781300197,553967.546919017,12.8262937985074,0.203354545839364,index
2009,532629.321331401,368525.63549289,769808.031298877,13.1855810040411,0.18791949832222,index
2010,560806.660611934,397442.055649466,791320.662008888,13.2371314916148,0.1756803001642,index
2011,749383.006536496,508825.008684257,1103669.98653982,13.5270054889924,0.197527122925629,index
2012,667205.702407404,440592.255670093,1010375.11121913,13.4108536767638,0.211727635621205,index
2013,683049.484449072,447203.534191988,1043275.74031615,13.4343225875376,0.21610268716822,index
2014,546497.548620345,377343.317341067,791479.686860596,13.21128510099,0.188969999346893,index
2015,594941.591353005,420388.498018724,841972.3631589,13.2962185139159,0.177188947683493,index
2016,450179.015422886,309927.704627639,653898.128179942,13.0174005946911,0.190465875521621,index
2017,421988.399432383,282457.227850705,630446.636506774,12.9527331031436,0.204825544776728,index
2018,532690.903198063,354899.741401893,799548.619644203,13.185696615977,0.207200749195692,index
2019,300989.735591309,180244.017058183,502623.179453894,12.614831442124,0.261619388946592,index
2021,332955.458726289,218881.431419217,506481.234049076,12.7157640024375,0.214023600743253,index
2022,544235.274709529,340483.287188901,869916.513916372,13.207136922616,0.239298071849329,index
2023,650360.047465247,426784.496292465,991058.004715215,13.3852814076925,0.214925855132107,index
2024,558703.010753415,369301.740743077,845241.220896634,13.2333733242879,0.211230417035883,index
2003,453042.945149227,304898.77379418,673167.384687603,13.0237422016257,0.202048146520357,index
2004,423295.728942676,278663.370200159,642995.432131644,12.9558263365518,0.213303186153421,index
2005,542199.652060754,371565.561130477,791194.054153933,13.203389574329,0.192814241966717,index
2006,272942.028773966,181331.541182721,410835.04053043,12.5170147028046,0.208642787363738,index
2007,446603.130881149,308478.866777867,646573.811023724,13.0094256288454,0.188787658821309,index
2008,511246.898516534,342922.037749698,762194.792023119,13.1446079198494,0.203753496430145,index
2009,553421.497889502,392175.964918404,780964.112346821,13.2238751925076,0.175722251569277,index
2010,670735.636907805,466785.806993337,963796.002101967,13.4161303545779,0.184954715190462,index
2011,518973.429431942,359501.655138229,749185.481087122,13.1596079651379,0.18731665882668,index
2012,625028.431030714,418636.812801493,933172.926151523,13.3455524173331,0.204490180787792,index
2013,825881.528516232,535128.475755061,1274610.36002971,13.6242066142699,0.221404311020907,index
2014,669869.480548007,463333.559347048,968471.011687608,13.4148381672379,0.188082875964892,index
2015,419727.027414176,292762.508139368,601753.204881261,12.9473598442323,0.183800743368353,index
2016,622163.490017048,436087.635436031,887636.74283761,13.34095818287,0.181309291820112,index
2017,585495.768731741,399513.961798182,858055.85782242,13.2802142352333,0.195008809595315,index
2018,507465.79317997,331933.516247876,775822.623032342,13.1371845850254,0.216582862130992,index
2019,437346.597570766,266408.593403095,717965.00241761,12.9884812891693,0.252910164896941,index
2021,377720.965267025,247702.10005862,575986.750086046,12.8419110148832,0.215273813465734,index
2022,615721.482128105,399476.301031957,949024.867244132,13.3305500008674,0.220738892869054,index
2023,861375.639658668,578448.461851505,1282686.43021796,13.6662859712611,0.203157426378611,index
2024,782747.803035811,533933.630174659,1147509.89361162,13.5705658324595,0.195176550855724,index
2003,403524.722083373,282665.378852432,576059.940532977,12.907993033919,0.181622706630301,index
2004,471405.037642585,313572.564879423,708680.332414468,13.0634729559833,0.208007330751098,index
2005,684618.49066835,485406.974200502,965586.616337754,13.4366170141618,0.175449180065478,index
2006,398757.120631833,260760.549315072,609782.582803446,12.8961077903057,0.216713145765549,index
2007,605498.0865961,429467.896764157,853679.484855354,13.3138066819308,0.175260572453872,index
2008,720147.973132511,506450.209177107,1024015.97197387,13.4872119881159,0.179610797316479,index
2009,679194.589382148,484359.510690746,952402.667985434,13.4286629477846,0.172493091608674,index
2010,750955.976171705,533851.031553853,1056352.51187318,13.5291023087507,0.174100238344231,index
2011,645162.080743002,460002.235438591,904852.364536401,13.377256852184,0.172590020403269,index
2012,580762.612839942,410653.909033124,821336.909386319,13.2720973685887,0.17683554548131,index
2013,841014.573131431,549871.246835693,1286311.14336261,13.642364267142,0.216802368488576,index
2014,677778.012853403,490842.232976639,935907.719108946,13.4265750986402,0.164644383166742,index
2015,696594.48274516,501452.46038116,967676.722579357,13.4539587166202,0.167704423231859,index
2016,828309.317148671,587765.863106521,1167295.29212375,13.6271419350426,0.175032797624336,index
2017,557852.912206553,391746.521155498,794390.900369491,13.2318506084192,0.180350420362477,index
2018,505200.095848975,354647.276057454,719664.731908067,13.1327098591833,0.180529272998672,index
2019,390689.517004417,236879.979559981,644369.773168166,12.8756684493661,0.255290187384011,index
2021,356543.874724688,241859.541146869,525608.929880911,12.7842125820204,0.198013921137874,index
2022,637059.481919288,444166.014907679,913723.179806153,13.3646183084041,0.184015947369864,index
2023,796849.542022877,566864.368546983,1120143.06746719,13.5884211595532,0.173751057191024,index
2024,723377.60482038,506864.139279756,1032377.55170297,13.4916866397964,0.181476989271973,index
2003,613849.08812091,416804.871389113,904045.823003582,13.3275043920999,0.197519412706907,index
2004,468504.759232247,294337.66188535,745730.967682836,13.0573015390556,0.237156726154146,index
2005,394529.916816023,263939.479153751,589733.130344573,12.8854502511609,0.205093126258276,index
2006,408148.764007427,258054.966463728,645542.365813004,12.9193870045947,0.23391200996026,index
2007,647229.875853805,437734.488615859,956987.67881493,13.3804568053634,0.199538865648612,index
2008,632662.527719458,422043.96768387,948389.041494815,13.3576924273963,0.206548515265758,index
2009,563831.491922164,380858.177383704,834709.53273741,13.2425107126509,0.200171211702097,index
2010,608565.129123666,414440.951177857,893617.08907566,13.3188592179314,0.196010455042466,index
2011,771082.64228162,517805.550391762,1148246.55853566,13.5555508352339,0.203164840248091,index
2012,734718.576613021,494465.454401485,1091706.97773754,13.5072428159124,0.202049757589778,index
2013,783830.612909355,513935.740228627,1195461.57552798,13.5719482210268,0.215358397779173,index
2014,646948.092332771,449900.071108154,930299.551058297,13.3800213420308,0.185330226480457,index
2015,647209.008901742,453843.060611674,922961.123695543,13.3804245644406,0.181083852280141,index
2016,563202.070602698,378880.399298009,837194.462735124,13.2413937603155,0.2022577446906,index
2017,820713.259707876,573141.789317655,1175224.46838545,13.6179290700705,0.183187373339757,index
2018,517336.87633236,352062.729564269,760198.172480697,13.1564495396143,0.196373451225613,index
2019,434048.645723258,260616.862518516,722893.465271491,12.9809118937212,0.260262560765222,index
2021,508234.829509511,339041.730839123,761860.911007228,13.1386988825641,0.206544817736653,index
2022,588293.560697673,384343.989130206,900467.610646308,13.2849813551827,0.217191807062734,index
2023,843214.345219896,559901.115636918,1269885.72111668,13.6449764694565,0.208912513080161,index
2024,801886.529444634,551677.889378624,1165575.09098111,13.5947223923558,0.190821246769369,index
2003,620056.512550171,411819.240945607,933589.401682814,13.3375659021419,0.208792666028399,index
2004,689309.827754919,473447.551438609,1003591.71189235,13.4434461263594,0.19166153647031,index
2005,703234.951331555,484356.168815098,1021024.25573335,13.4634463273767,0.190243560222942,index
2006,348914.792955774,230625.843469486,527874.634134307,12.7625830251175,0.211244225553535,index
2007,682847.04893961,472045.786241862,987785.731460011,13.4340261734155,0.188368210699222,index
2008,663556.296600227,459489.417749145,958252.664260901,13.405368977083,0.187502316060293,index
2009,583375.684113107,402019.996196849,846542.938246771,13.276586655933,0.189967545690941,index
2010,674446.821217403,483647.026005453,940517.547284849,13.4216481097388,0.16966509478415,index
2011,941266.571075471,657499.863476343,1347502.57306487,13.7549816633335,0.183055316715035,index
2012,783974.08808791,545268.179413772,1127179.97124654,13.5721312478781,0.185257599530297,index
2013,676420.155301588,454883.842185446,1005848.49156215,13.4245696934656,0.202438577012056,index
2014,641624.573927052,449396.00903604,916078.660222493,13.3717586358095,0.181686439431576,index
2015,768950.9010626,553484.340026541,1068296.68968887,13.5527823986765,0.167754950179875,index
2016,609499.575848304,436760.073671916,850557.904334261,13.3203935320022,0.170030797414944,index
2017,593793.189996084,399498.468556299,882582.488388279,13.2942863727315,0.202208390091623,index
2018,407794.592994448,270304.309748425,615219.306826004,12.9185188780705,0.209807529557378,index
2019,621332.499738371,375257.006570902,1028772.46386122,13.3396216439359,0.257277800434464,index
2021,476546.165772692,324266.754472307,700337.746563684,13.0743198825306,0.196431216726107,index
2022,889340.431898415,570130.269245369,1387273.13120235,13.6982353792125,0.226848669916858,index
2023,1073384.88865038,739255.408431535,1558534.58228665,13.886327660603,0.190273346730062,index
2024,897053.370588918,612937.807427692,1312865.25310297,13.7068706382552,0.194315756595681,index
2003,410485.4631716,275360.743581077,611918.435735886,12.9250957947545,0.203707050775412,index
2004,488728.778586109,319721.883752076,747073.726124695,13.0995629695664,0.216512236607619,index
2005,551352.672978957,372133.193347647,816884.318397935,13.220129943237,0.200576556779911,index
2006,417039.538256241,279889.246345215,621395.708266917,12.9409363122484,0.203466522987019,index
2007,464948.342657451,312095.255349947,692663.402067792,13.0496815873392,0.2033801971257,index
2008,390131.001255889,261366.257973965,582333.003964436,12.87423786236,0.204371037246363,index
2009,563540.216655494,403522.24190293,787013.806947764,13.2419939793128,0.170414912895563,index
2010,480835.645025358,332623.49787739,695088.948923798,13.0832807963631,0.188020956999398,index
2011,722489.873929449,503159.459570995,1037427.8133927,13.4904586835479,0.184593324428104,index
2012,939376.397761044,650649.147845342,1356227.11501694,13.7529715274574,0.18737369556158,index
2013,827501.138078903,550783.565653586,1243243.58282062,13.6261657615543,0.207691853832003,index
2014,620917.422516759,440569.805981908,875090.485889285,13.3389533770604,0.175069132945363,index
2015,598214.648111972,420747.971717975,850534.736399398,13.3017049118591,0.179552085256745,index
2016,553567.065404451,390651.3405964,784424.534247509,13.2241381898332,0.177843809098782,index
2017,529154.202839123,371913.02615415,752875.405515515,13.1790351671136,0.179911398697269,index
2018,386755.175528333,266422.56084834,561437.309669505,12.8655471504488,0.190160763900227,index
2019,477868.146547301,296280.02745117,770750.453377047,13.0770901293783,0.24389723911712,index
2021,333749.918172872,227059.452973923,490571.990822119,12.7181472435217,0.196524057081661,index
2022,754501.122211106,493983.974030228,1152409.74069127,13.5338120445463,0.216102792437886,index
2023,797198.429939392,567973.926281792,1118933.99906271,13.5888588978499,0.172976701770015,index
2024,586314.978198943,396584.567611194,866814.499946578,13.2816124296138,0.19947705677685,index
2003,651282.574077213,464231.989208004,913700.479840449,13.3866988885758,0.172737462648923,index
2004,428551.78013796,303894.089194681,604344.193551457,12.9681668501813,0.175376855908292,index
2005,578738.865975446,422726.96173028,792328.631274417,13.2686066461421,0.160270739435435,index
2006,467299.598997506,338607.557432153,644902.662182857,13.0547258705617,0.16435444989013,index
2007,469412.219927025,345977.931010843,636884.068220848,13.0592365951387,0.155669353490842,index
2008,532166.227582443,387830.663935386,730217.902075198,13.1847111773807,0.161424949484697,index
2009,485455.71441215,362373.395698021,650343.688176827,13.0928433461002,0.149193000167259,index
2010,757377.628612207,556010.303482606,1031673.09801516,13.5376172569291,0.15769430196805,index
2011,545417.036593787,398261.250666701,746946.240209808,13.2093059857847,0.160432799087177,index
2012,758850.779060067,549736.64045512,1047509.77559606,13.5395604350202,0.164475383511522,index
2013,898132.376031159,625952.477358333,1288662.94815158,13.7080727484817,0.184209005314391,index
2014,511358.050434605,379637.70853176,688780.513283505,13.1448253096022,0.151968420656289,index
2015,484226.748458604,364557.29686361,643178.852652388,13.0903085645431,0.144834066168287,index
2016,620427.762628562,452159.627027558,851315.742563682,13.3381644588458,0.161418223871258,index
2017,591922.594803572,431583.935512044,811829.008008144,13.2911311532964,0.161183503826212,index
2018,374578.034711851,274068.205586827,511948.125424354,12.8335554306254,0.159402495758611,index
2019,394933.222244359,253732.715229704,614710.838100286,12.8864719719822,0.225736434840327,index
2021,412009.33483787,293803.849633035,577772.184420207,12.9288012854485,0.172520333320454,index
2022,804158.656948853,565878.055200444,1142774.7367173,13.5975518632067,0.179298182100256,index
2023,810502.097642692,595185.539581411,1103712.38310864,13.6054092082393,0.157544089344048,index
2024,774769.848498179,560117.2211861,1071683.38240122,13.5603212945515,0.165523414081916,index
2003,766528.118893155,536655.340086121,1094865.38782897,13.5496266614132,0.181898913237779,index
2004,725460.841880742,498267.648459082,1056246.44652308,13.4945623758742,0.191671745245526,index
2005,657441.069120326,477178.557866422,905800.883632899,13.3961104103028,0.163505236757576,index
2006,616035.81888645,427409.645510257,887907.266804983,13.3310603883681,0.186514753211252,index
2007,602089.323070285,430357.005501314,842350.765344115,13.3081610904773,0.171324934829098,index
2008,760137.21921337,537906.108602284,1074181.13085727,13.5412542475616,0.176439437511238,index
2009,535892.028307837,391141.977875152,734209.78122566,13.191687980037,0.160646876520763,index
2010,837782.256277374,622654.772430557,1127236.37561372,13.6385135083228,0.151414007520312,index
2011,774114.842556807,570676.612420858,1050075.95619639,13.5594755169617,0.155562828804655,index
2012,772161.238344001,555959.441789807,1072439.70186293,13.5569486651577,0.1676041210951,index
2013,1037142.89324914,703773.584515725,1528425.3411662,13.8519802725589,0.19784460587526,index
2014,780310.430828018,578115.516018244,1053222.67191976,13.5674471077305,0.153022263524818,index
2015,639449.496493166,460534.207228784,887872.501427961,13.3683629234551,0.167462520396641,index
2016,733229.227919717,528266.01315499,1017716.61868773,13.5052136576552,0.167277772260331,index
2017,632731.619412309,454223.177307462,881393.381503137,13.3578016292495,0.169114175389929,index
2018,547748.696357799,391792.416959767,765784.689478761,13.21357187746,0.170964594330754,index
2019,572574.671979861,375635.259767613,872766.19131991,13.257898437311,0.215067492505015,index
2021,438521.546036239,303302.299166055,634024.690438399,12.9911642253597,0.18810496219245,index
2022,840432.891583712,574848.491146324,1228719.31671465,13.6416723851972,0.193784476037708,index
2023,989172.224924413,686636.358677844,1425007.10630296,13.8046237359137,0.186260372903565,index
2024,934088.159697156,655046.781577739,1331997.52235234,13.747326102154,0.181056473807712,index
2003,427439.559469075,301346.340881144,606294.327201333,12.9655681760048,0.178346470826243,index
2004,438562.85709498,307328.910801782,625835.620610923,12.991258426234,0.181424049261919,index
2005,432376.138078193,312895.832605276,597480.392189346,12.9770511783914,0.165016076820574,index
2006,359717.408054418,257162.649128171,503170.324679994,12.7930740245494,0.171232730558191,index
2007,450014.089907581,328679.130291332,616140.979002371,13.0170341721621,0.160307489659942,index
2008,511994.291535658,368462.590513454,711437.636585602,13.1460687546151,0.167847108432998,index
2009,576545.948329948,423672.500717833,784580.613498588,13.2648103177354,0.157193850691405,index
2010,707074.907834821,517823.912161765,965492.155822725,13.4688918909421,0.15893218847957,index
2011,769141.566479371,560221.642560114,1055972.67999667,13.5530303231957,0.16170835331809,index
2012,823825.273129244,579161.986243636,1171845.00496718,13.6217137392332,0.179787106088843,index
2013,802442.359169349,556355.692224054,1157377.82283704,13.5954153048264,0.186866802048106,index
2014,982866.988123822,725246.007930781,1331999.77080852,13.7982290777905,0.15508595189703,index
2015,676304.003490087,497409.906992681,919537.586016456,13.424397963241,0.156751980115283,index
2016,506221.010607331,363854.140737806,704292.415253752,13.1347286327654,0.168482829948243,index
2017,607328.51519898,447263.730002657,824676.584823025,13.3168251348406,0.156085233011231,index
2018,524879.668012522,367846.05794937,748950.980822676,13.1709243115169,0.181383181262665,index
2019,482886.398919,320441.280359156,727681.75810435,13.0875367060456,0.209229548772769,index
2021,443663.032908196,319329.209675253,616407.396521838,13.002820618386,0.167780003159585,index
2022,493003.003287346,342155.624179617,710355.008289299,13.108270544867,0.186355256393696,index
2023,686817.125176999,490247.977211543,962202.365666978,13.4398233424311,0.172021897889454,index
2024,853587.222887734,608752.376120705,1196892.48971855,13.6572030103569,0.172470594548458,index
2003,530179.934036908,377329.279983776,744948.185487926,13.1809717260947,0.173522688095465,index
2004,540421.581150385,374356.454883452,780153.464868148,13.2001048197822,0.187320334586637,index
2005,587884.503842878,410868.224381909,841165.53519928,13.2842857855515,0.182788035010367,index
2006,403296.114883887,279673.596122233,581562.787962836,12.9074263474996,0.186762550924412,index
2007,427046.505256107,310467.809876111,587399.762069461,12.9646481978871,0.16266252712657,index
2008,562607.055062789,400159.765836355,791000.808751642,13.2403367150638,0.173838681126321,index
2009,633013.770397591,464175.892081044,863264.207273848,13.3582474550723,0.158282815593503,index
2010,686875.025366383,501277.475832814,941189.906225554,13.4399076410702,0.160713448218982,index
2011,819440.250683422,600267.738437718,1118638.03673297,13.6163767650308,0.158801744363344,index
2012,589193.329717291,423914.122263909,818912.986265716,13.2865096425922,0.167974245098262,index
2013,928778.905794027,637397.412721504,1353363.28424172,13.7416259978612,0.192083823471471,index
2014,786126.337919086,561676.916798703,1100267.07647584,13.5748727937608,0.171529025015484,index
2015,647800.161285359,483713.178820535,867549.339847598,13.3813375346933,0.149028315163656,index
2016,703646.431285719,504134.085677553,982116.294706975,13.464031280694,0.170122374004168,index
2017,603188.026823601,409995.070995121,887415.048235248,13.3099842460485,0.196985165262619,index
2018,504928.890365438,352249.030329645,723786.759858727,13.1321728871851,0.183717258612131,index
2019,469261.123723359,292413.095382482,753064.776220352,13.0589146594919,0.241326815960974,index
2021,408759.06554019,293271.073235724,569725.380064986,12.9208811796393,0.169405436698337,index
2022,638185.416240198,440701.227485335,924164.944639795,13.3663841411709,0.1889125044935,index
2023,976951.683674863,707415.866774381,1349184.59856874,13.7921924760404,0.164706338166547,index
2024,830730.48530745,591088.947364956,1167528.41056433,13.6300606954895,0.173645490404243,index
2003,499092.554763585,343974.179604396,724163.012778821,13.1205468380224,0.189914185520544,index
2004,406167.029924301,275392.206822626,599042.573139272,12.914519757735,0.198252719738847,index
2005,482333.941298629,350950.771894574,662902.177626657,13.0863919774118,0.162243152588915,index
2006,403610.517672561,262696.306848609,620113.209546537,12.9082056267666,0.219112041351913,index
2007,395936.999592967,281200.80039041,557488.127448543,12.8890103856432,0.174587953191559,index
2008,390888.585466336,280863.565088119,544014.622188305,12.8761778507058,0.168652871379808,index
2009,574184.257681441,409840.903371276,804428.155065145,13.2607056302038,0.172034440453021,index
2010,562316.548439351,418247.527957996,756011.403564113,13.2398202237589,0.151018854276517,index
2011,784077.92246491,545952.553991664,1126065.2303978,13.5722636852927,0.184685195568829,index
2012,655754.391106606,464538.509009598,925679.600540309,13.3935415940187,0.175891934096548,index
2013,698437.193344551,485537.060457526,1004690.58445784,13.4566005371648,0.185508326486375,index
2014,463830.06792599,337855.60780294,636775.968619445,13.0472735312106,0.161686462796538,index
2015,578357.984794292,429557.392996933,778703.763521777,13.2679483067911,0.151756700730983,index
2016,443184.865632899,319696.233709362,614373.284436662,13.001742265892,0.166643731309537,index
2017,452026.693649742,317757.563157091,643031.529263405,13.0214965138178,0.179826020071882,index
2018,532318.225754304,375962.266320804,753699.822706198,13.1849967582033,0.177428105383575,index
2019,313835.192027725,198968.152348015,495016.54708441,12.6566232609462,0.232516113609208,index
2021,380900.46020552,266589.938553899,544225.942553507,12.8502933606716,0.18205763847165,index
2022,547756.125183818,376854.366697327,796161.061647898,13.2135854398394,0.190805211842091,index
2023,644830.644932605,454979.775464384,913901.195321921,13.3767429953055,0.177929161270251,index
2024,589054.938410779,417824.631963084,830457.789996408,13.286274732326,0.175236714714308,index
2003,535081.294507871,381153.975973279,751171.468174034,13.1901739666857,0.173072189326377,index
2004,423648.834370577,293390.639875342,611738.448574251,12.9566601702256,0.187452387496335,index
2005,660927.122541524,478346.979582093,913196.236114313,13.4013988594144,0.164955690574268,index
2006,363764.026513074,256691.46393626,515499.288351334,12.8042606575851,0.177875995223026,index
2007,479901.135667893,348954.095089299,659986.809887982,13.0813353943113,0.16257428043921,index
2008,560816.484937716,399742.845958717,786793.642356709,13.2371490096658,0.172744131059949,index
2009,528917.424922283,395477.951286364,707381.135854653,13.1785876021009,0.148338075963765,index
2010,672220.626398716,496249.654677923,910591.20403653,13.4183418787157,0.154853592203491,index
2011,569280.015840162,420364.53677914,770949.278733394,13.2521277112845,0.154722308752062,index
2012,632986.523878943,454367.568622013,881823.367428025,13.3582044116089,0.169157516287378,index
2013,836538.855571558,567709.294545484,1232668.31035634,13.6370282485054,0.197791127926197,index
2014,763340.456361851,557490.837192549,1045198.61752897,13.5454594182972,0.160338697100417,index
2015,492601.408681319,361876.452479717,670549.703281454,13.1074556243505,0.157348546055366,index
2016,610159.517082628,445495.810694548,835686.054389785,13.3214757053776,0.160478756555474,index
2017,719996.075758238,526952.206797366,983759.708034787,13.4870010406416,0.159255939844694,index
2018,538347.725939383,377047.387988588,768652.119751263,13.1962599611045,0.181704259772281,index
2019,417821.195850094,267233.636309885,653265.637186351,12.9428088588668,0.228029833852572,index
2021,380395.305146863,264843.484383105,546362.650811755,12.848966267692,0.184733987479699,index
2022,738218.117691014,515204.651471292,1057766.05030832,13.5119946123424,0.18351109151551,index
2023,887141.441790302,648746.263690926,1213139.8387779,13.6957597094476,0.159677809242339,index
2024,783643.353629355,566030.414542728,1084918.5660519,13.5717092897464,0.165975599873027,index
2003,360059.795715934,258943.427308462,500661.699887693,12.7940253958503,0.16819722658585,index
2004,416466.178072726,288572.307520225,601042.002155207,12.9395605321842,0.187176687377096,index
2005,664811.041693796,484278.122373259,912644.409770254,13.4072581314315,0.161657806096256,index
2006,427588.477759297,296993.830617299,615608.431772804,12.9659165114634,0.185947226123205,index
2007,543806.143679945,394931.741529797,748800.592118882,13.2063481087996,0.163207022489123,index
2008,634228.959429233,460942.174458751,872661.247478635,13.3601653029723,0.162828208269155,index
2009,592126.961645166,438089.762849796,800325.340693589,13.2914763531109,0.153725909819041,index
2010,732596.802848067,528050.825369019,1016375.79141771,13.5043507652006,0.167045389384094,index
2011,592716.176919459,432296.725902776,812665.110170254,13.2924709410081,0.161025124206236,index
2012,570500.607163086,409738.080768435,794339.013261965,13.2542695125485,0.168878667164356,index
2013,982729.065843366,662223.670023819,1458353.81694925,13.7980887414478,0.201396605540157,index
2014,661421.235512017,490242.0206946,892371.588560282,13.402146185927,0.152804704757803,index
2015,632695.881556835,468809.027915639,853874.509027192,13.3577451457995,0.152959122517287,index
2016,732650.951300174,529348.066542476,1014034.90513737,13.5044246755027,0.165831215682632,index
2017,534441.909726038,385248.881572384,741412.028779501,13.1889783220181,0.167009942296692,index
2018,499055.104877208,359773.786686057,692257.209726429,13.1204717992523,0.16696279075795,index
2019,372039.103740257,244262.011054409,566658.294977447,12.8267542453122,0.214676139299865,index
2021,339320.793215744,235310.48070658,489305.025270565,12.7347012315817,0.186758592941562,index
2022,601524.058319836,428606.112255891,844204.462771501,13.3072218108037,0.172925722399763,index
2023,782697.37711446,573722.579777571,1067789.91403713,13.5705014087134,0.158472381730423,index
2024,688324.256778526,500485.84842806,946660.697715638,13.4420153093441,0.162595185110086,index
2003,627348.208864569,439092.195926798,896316.943950411,13.3492570225022,0.182040252682335,index
2004,419290.267811205,283377.899336895,620388.283957833,12.9463187223271,0.199892501194332,index
2005,461040.695185568,324164.312371573,655712.286963738,13.0412415939733,0.179715440476667,index
2006,490403.047043453,335018.163199699,717857.044682523,13.1029828769687,0.19441318928834,index
2007,582402.472641441,413369.381636333,820555.791520313,13.2749170214625,0.174911460322781,index
2008,648906.28998903,455748.392460001,923929.475460043,13.3830435938725,0.180282613030557,index
2009,567958.461035313,403229.017902572,799984.125992491,13.2498035630489,0.174770354759998,index
2010,734448.667719483,529397.656003764,1018921.86222881,13.506875384774,0.167033805844289,index
2011,836651.144341771,594149.851465566,1178128.94440985,13.6371624696882,0.174633631365028,index
2012,734335.638831803,522197.69637286,1032652.64133505,13.5067214766917,0.173941947674585,index
2013,944595.067138375,645139.873515271,1383048.66509082,13.7585116142607,0.194538872569832,index
2014,656042.300448182,479638.19102563,897325.334033595,13.3939805482378,0.159795394582383,index
2015,618454.555973758,448978.983783489,851901.874296067,13.3349789935377,0.163394652735016,index
2016,586567.831784386,422387.223296841,814564.935460748,13.2820435956045,0.1675366665687,index
2017,773961.03816673,567067.306372123,1056339.66527253,13.559276813019,0.158698595323126,index
2018,508738.447271396,363171.380145689,712651.992644038,13.1396893074151,0.171972131440997,index
2019,430095.114132876,269141.543291811,687303.063430864,12.9717616588674,0.23917222924808,index
2021,478036.00674331,341935.989430527,668307.609630894,13.0774413365515,0.170953398161955,index
2022,645708.01370283,445936.915497079,934972.693380405,13.3781026894139,0.18886567121111,index
2023,830498.19348564,589609.477670335,1169803.53183629,13.6297810328202,0.174781445500045,index
2024,889419.036510631,633787.79012808,1248156.29904709,13.698323760597,0.172888023334419,index
2003,636575.72278625,443597.605155959,913505.046309634,13.3638586573603,0.184281713552941,index
