term,estimate,std.error,conf.low,conf.high
range,0.383628396800058,0.12565611229968,0.201884380315798,0.728985306347973
sigma_O,1.36647946597435,0.220877005181922,0.995440602063631,1.87581873499889
sigma_E,0.000172527454121664,,,
range,0.478501410781321,0.132456398175483,0.278136390128657,0.823206197555823
sigma_O,1.30031882171224,0.200508206249886,0.961158911150332,1.7591565957345
sigma_E,3.55133845285615e-07,,,
range,0.372173191769975,0.114872226067644,0.203244831908785,0.681507536360946
sigma_O,1.23211902376908,0.197084797297599,0.900529391739766,1.68580537477046
sigma_E,0.00013262912611589,0.10201007705381,0,Inf
range,0.366378313752569,0.106957194412519,0.20674624274634,0.649264852434916
sigma_O,1.31993733703801,0.204747734450783,0.97390263332015,1.7889206929932
sigma_E,0.000213137809712622,,,
range,0.353137159559237,0.0968962194784793,0.206245672612136,0.604647127293124
sigma_O,1.35166657135742,0.227503190001674,0.971854395516421,1.87991383128364
sigma_E,0.000307028143164188,0.212700270909065,0,Inf
range,0.399561553399022,0.147123838808126,0.194160127033,0.822256543577071
sigma_O,1.1640941271602,0.208437067680454,0.819551150397552,1.65348451555649
sigma_E,0.000173040725856793,0.343947671242684,0,Inf
range,0.313445055008281,0.0812021366443105,0.188645422056567,0.520806714724749
sigma_O,1.68839098896046,0.227070972628213,1.29716522938896,2.19761065669771
sigma_E,0.000190732748884086,0.190308490145201,0,Inf
range,0.392796465815785,0.104562986519689,0.233118366557307,0.661848595783818
sigma_O,1.40873430192236,0.203269095034617,1.0617139249179,1.86917802134519
sigma_E,0.000157700833319465,0.20740563684126,0,Inf
range,0.531615650156643,0.166808751793459,0.287415582615459,0.983298111117337
sigma_O,1.4466760930203,0.220776380541621,1.07267940379525,1.9510691738013
sigma_E,3.50776832079974e-05,,,
range,0.427483508217018,0.123663863825577,0.242482793101785,0.753629350189898
sigma_O,1.43583162953037,0.217829055653735,1.06651827005905,1.93303061582403
sigma_E,0.000233576464948077,0.607906013029684,0,Inf
range,0.351335518542082,0.0951464613375108,0.206635551248436,0.597364034617772
sigma_O,1.34034570343077,0.155710466894777,1.06740971559604,1.68307125038874
sigma_E,0.000217002317935735,0.20455579358149,0,Inf
range,0.398151203592536,0.0963266847712924,0.247806471915137,0.639710414732319
sigma_O,1.34772098593666,0.156876594044055,1.07280045614041,1.69309385127289
sigma_E,7.61474155821812e-05,0.158830083069694,0,Inf
range,0.38241175401429,0.0918414908030186,0.238837967549944,0.612292723424328
sigma_O,1.33871195088467,0.157522441867709,1.06298874646333,1.68595358455497
sigma_E,0.187405996715809,0.597285322093933,0.000362996448632106,96.7530336381907
range,0.280617414272865,0.0716165365067652,0.170168420798906,0.462754092818699
sigma_O,1.60149061540811,0.194033832465599,1.26297365545415,2.0307408473362
sigma_E,0.000231490043284365,0.287106019163081,0,Inf
range,0.406959911412136,0.0994707980082939,0.252056257849894,0.657061129564189
sigma_O,1.54566634559247,0.180713867964605,1.22912559665012,1.94372687250873
sigma_E,0.37032747312832,0.318569065344915,0.0686043456647381,1.99903425978008
range,0.281838680110721,0.0607049448203978,0.184782639830849,0.42987285861522
sigma_O,1.43472201299528,0.152267661676598,1.16527754444659,1.76646951139079
sigma_E,0.00019878621598833,0.272275249315483,0,Inf
range,0.37153163969523,0.0797285310835621,0.243968018575644,0.565794484459558
sigma_O,1.573598933055,0.164370357395987,1.28227670195302,1.93110706787415
sigma_E,0.000266507039980093,0.305063567770681,0,Inf
range,0.352922477102785,0.0918150055132484,0.211950221872971,0.587658147954267
sigma_O,1.592122012604,0.178481496418106,1.27806865730464,1.98334611253516
sigma_E,0.0001960809536565,0.371393775665732,0,Inf
range,0.499522887549317,0.123483507660772,0.307705954016466,0.810914159861383
sigma_O,1.64238827711617,0.20470521400476,1.28642106872014,2.09685562402387
sigma_E,0.531081593525076,0.195411343552239,0.258203335531746,1.09234707754755
range,0.454132682638899,0.105298995166038,0.288281027834555,0.715400853777872
sigma_O,1.47111285029606,0.167343904181444,1.17711535821383,1.83853944577712
sigma_E,0.0298897407929784,1.54599885181459,2.80859428406019e-46,3.18093862734748e+42
range,0.448777941479194,0.12479810194865,0.260211036482988,0.773993461155405
sigma_O,1.54958690553759,0.174988073628373,1.24191956642247,1.93347431084496
sigma_E,0.371659809413614,0.210655485470325,0.122373541835808,1.12876535124479
range,0.340302913527878,0.0735708769700541,0.222762677602862,0.519862995910023
sigma_O,1.56089933877098,0.145391539905275,1.30043566647263,1.87353116235602
sigma_E,0.000218151948007155,0.16973463397461,0,Inf
range,0.304991517568997,0.062878285800022,0.203610703888226,0.456851354141499
sigma_O,1.56797755036319,0.146635355017548,1.30537865330513,1.88340263740184
sigma_E,0.000467206348083471,0.361741837109311,0,Inf
range,0.219596756565142,0.0471749270455683,0.144133967432524,0.334568848363283
sigma_O,1.79190095372587,0.194096001939321,1.44914931700548,2.21571993326312
sigma_E,0.000301375626129998,0.333448835975927,0,Inf
range,0.402313465149299,0.0841023978881951,0.267069007437246,0.606046076980567
sigma_O,1.62284857858318,0.171020672340992,1.32000573000188,1.99517127020783
sigma_E,0.590461719528059,0.164863766765347,0.341606711374767,1.02060360823984
range,0.364321072215315,0.0813775175780975,0.23515458962884,0.564436543082628
sigma_O,1.68410598663192,0.173483117739695,1.37621234869652,2.06088324733882
sigma_E,0.533590203780744,0.173113598900516,0.282521204375258,1.00777747355416
range,0.380029978868592,0.0846759627282416,0.245560392968839,0.588135501384335
sigma_O,1.59329440725155,0.153223739607483,1.31958626617293,1.92377499922114
sigma_E,0.434052961751438,0.187394369177435,0.186231070779171,1.01165703884396
range,0.345161034054063,0.0939521963515773,0.202453958391267,0.588460410336977
sigma_O,1.65366891189002,0.175822843342654,1.34259912982458,2.03681114444698
sigma_E,0.156033389533306,0.558851431551105,0.000139489608788754,174.539299813532
range,0.368089160365033,0.082114551951398,0.237719146388808,0.5699567411227
sigma_O,1.73012638359367,0.167402548381431,1.43125748857868,2.0914037670325
sigma_E,0.441284601505569,0.197174517791114,0.183816890959429,1.05938087903417
range,0.432315178035171,0.0944339979717911,0.281751247991772,0.663338368478282
sigma_O,1.56346918651872,0.159527596550101,1.28008117699604,1.90959443910413
sigma_E,0.498326620868371,0.164669976983467,0.260758244186005,0.952335838283027
range,0.457649430878395,0.10701556865012,0.289394412583862,0.723728560317749
sigma_O,1.71488419469523,0.186664052368332,1.38542191079105,2.12269473891628
sigma_E,0.502657096396237,0.131788682357825,0.300677087552081,0.840317293926599
range,0.283831710571006,0.066281534338333,0.179591125232136,0.448576954020039
sigma_O,1.73751702912285,0.149342351939159,1.4681382152144,2.05632235112892
sigma_E,0.168041092810137,0.458483428369578,0.000799828077473886,35.3048482143928
range,0.3657266914589,0.105078658693243,0.20825427808106,0.642272581758971
sigma_O,1.63728397024999,0.157297154051895,1.35627379547961,1.97651743193165
sigma_E,0.494090217008941,0.151840325124237,0.270533463458272,0.902384272256941
range,0.212720915738181,0.0429377044991526,0.143217210916281,0.315954958925584
sigma_O,1.90027609639673,0.211156418714316,1.52838301513023,2.36265988746877
sigma_E,0.018423492892492,,,
range,0.411971368747958,0.0758674811358545,0.28715221301812,0.591046841966551
sigma_O,1.70765527238007,0.163737924071193,1.41508668089934,2.06071230027703
sigma_E,0.625369212811846,0.131907150399139,0.413614016118901,0.945535298833981
range,0.470582263248865,0.0930529271333314,0.319388282015127,0.69334937740119
sigma_O,1.75857543851873,0.197606493157031,1.41095683042849,2.19183713226871
sigma_E,0.59900371279595,0.114296325918398,0.412108090201706,0.870658588060516
range,0.463622506294035,0.0914504985459511,0.314965688092003,0.682442045177873
sigma_O,1.68769356779566,0.176923016731238,1.37423523096138,2.07265067479478
sigma_E,0.418698835889062,0.144137232282309,0.213243253928733,0.822106734656398
range,0.271609326493134,0.0547834049612812,0.182918630930583,0.403302965164057
sigma_O,1.72067113056578,0.154331243419273,1.44328302403376,2.05137113806534
sigma_E,0.000426674720689238,0.318152677207624,0,Inf
range,0.61511071961864,0.161302263510446,0.367908864872085,1.02841011325267
sigma_O,1.93554529260044,0.29182075824783,1.44035087203675,2.60098817061856
sigma_E,0.55816625627103,0.109163049319731,0.380443631283467,0.818911249975646
range,0.544567186825992,0.0989116664187759,0.381456235765178,0.777424493723916
sigma_O,1.8741898606839,0.214729847420196,1.49723387712851,2.34605140021744
sigma_E,0.620159871032423,0.106242453650706,0.443282299894028,0.867614758655815
range,0.788013816068543,0.191749010630742,0.489113018804834,1.2695752319827
sigma_O,2.26384857674487,0.39135372643327,1.61324128625662,3.17684057685004
sigma_E,0.600002864904123,0.0840897289467661,0.455888232188418,0.789674776567532
range,0.340027776370893,0.070895239800122,0.225964520507734,0.511668329364022
sigma_O,1.96332525424784,0.180440208854354,1.63969181093103,2.35083570477714
sigma_E,0.579576605161646,0.115577245314028,0.392073109144006,0.856751032949116
range,0.426409826473232,0.0978700516132912,0.27193085701094,0.668645486251737
sigma_O,1.76561715957008,0.186821503263589,1.43492815698763,2.17251570330374
sigma_E,0.569945452091514,0.105446657876173,0.396598372052955,0.819059888416352
range,0.408507711075291,0.0896272240804521,0.265732897333652,0.627993566782368
sigma_O,1.83528123063154,0.186891473835192,1.50322001678625,2.24069474720637
sigma_E,0.44316907738201,0.128103503607917,0.25148906970947,0.780943805528048
range,0.549452906239537,0.0986772663633326,0.386421792904994,0.781266744573326
sigma_O,1.89563178970762,0.216798401341286,1.51497096940988,2.37193976301069
sigma_E,0.606011628175014,0.0995633137487605,0.439172077187875,0.836232794750803
range,0.379441251421456,0.0734557565316178,0.259633695472077,0.554533813565679
sigma_O,1.90372117247034,0.178649545447938,1.58388863249045,2.2881370748986
sigma_E,0.654321083495201,0.105801221517936,0.476600917442402,0.898311490048851
range,0.465521983141683,0.108820898718292,0.294416702330944,0.736068012013014
sigma_O,1.94625397384692,0.224105114379625,1.55305305474911,2.43900523496724
sigma_E,0.670004495379739,0.096962484101966,0.504536452118359,0.88973952614181
range,0.539921893153123,0.145866107658006,0.317957485348403,0.916838458407807
sigma_O,1.93467850195516,0.285514950273408,1.44874062724492,2.58361009247425
sigma_E,0.429120208018183,0.110124165632048,0.259499787010051,0.709611961733271
range,0.405319451293012,0.0892765919160018,0.263214519322839,0.624144359585916
sigma_O,2.14757318405428,0.226945588057826,1.74580983407067,2.64179436434676
sigma_E,0.657109772226256,0.103642932215016,0.482371657695711,0.895146399806984
range,0.589522484181021,0.122180204102131,0.392723096646801,0.884940973226033
sigma_O,2.03345460902383,0.265054496472393,1.57500886814496,2.62534245399543
sigma_E,0.596934674622195,0.0899337882471152,0.444309232994121,0.801988748613335
range,0.431361527207252,0.0971732266632019,0.277389754829016,0.670798989203003
sigma_O,1.97395415151607,0.225556393619007,1.57787802977022,2.46945259314814
sigma_E,0.615566960941709,0.0883432444374731,0.464638189446895,0.815522038457668
range,0.700965763669782,0.151028008407458,0.45951473485953,1.06928671609924
sigma_O,2.53266888753293,0.403469912117865,1.85343224041282,3.46082880939233
sigma_E,0.675483993585304,0.0790903963993574,0.536970496941404,0.849727551492912
range,0.391516249118999,0.0910652679569417,0.248178057682552,0.617641119265584
sigma_O,2.13467265971838,0.218012791337636,1.74742523628757,2.60773809918769
sigma_E,0.634102596604508,0.0949710843390497,0.472795148323872,0.850444647002056
range,0.658236427413204,0.121645945058884,0.45822089031965,0.945559671169619
sigma_O,2.38328171755035,0.322397753053549,1.82822370617278,3.10685816294352
sigma_E,0.700015629162479,0.0774354235104108,0.563570423738532,0.869495382353647
range,0.611542912953443,0.179029115938203,0.344538521554271,1.08546566200051
sigma_O,2.30286521165811,0.424246323734612,1.60492799494239,3.30431533363309
sigma_E,0.57355024496951,0.0745555144523615,0.444553669425608,0.739977883726891
range,0.61629804088351,0.125037533871708,0.414090142466665,0.917247807287343
sigma_O,2.3198534412167,0.325883148489945,1.76151917455427,3.05515833518347
sigma_E,0.584510561652648,0.0806355799503026,0.446031664209883,0.765982830588294
range,0.563813785443022,0.167555308959162,0.314900907660201,1.00947941693014
sigma_O,2.28747497739482,0.404965991009081,1.61682428293263,3.23630825405253
sigma_E,0.635535956021418,0.084871483522406,0.489179194300295,0.825680969473347
range,0.808547769890748,0.174463176886131,0.529710952952237,1.23416269297767
sigma_O,2.97325549012642,0.511898026852649,2.12169508327544,4.16659692490753
sigma_E,0.678965099937449,0.0726448794561227,0.550521627501095,0.837376015590147
range,0.360953149496934,0.0703037407781271,0.246411060837647,0.528739155169655
sigma_O,1.93511454756551,0.172342229868303,1.62516799145042,2.30417306512272
sigma_E,0.609402932207542,0.0967140249201185,0.446494762594387,0.831749809617631
range,0.582566840501588,0.164286682585575,0.335199055114065,1.01248532319554
sigma_O,2.21838453268005,0.371172286585929,1.59814722253894,3.07933453528509
sigma_E,0.601238310310249,0.0793690761360218,0.464173226315226,0.778777157515827
range,0.74778152451689,0.167267305094182,0.482362955213369,1.15924575543215
sigma_O,2.85248543169283,0.515676284410502,2.00143751508384,4.06541452166145
sigma_E,0.595088063507138,0.071035485221044,0.470948658304219,0.751949914463751
range,0.717092895846745,0.136410716070603,0.493916534344134,1.04111157557562
sigma_O,2.75275405225794,0.406310944540207,2.06124059910538,3.67625927585135
sigma_E,0.724925547161273,0.072438288798759,0.595987250482475,0.881758877394851
range,0.764243197349017,0.199199089873486,0.45852909837163,1.27378538628942
sigma_O,3.15025714490901,0.631590895465203,2.12661920583742,4.66661828869471
sigma_E,0.602506458844753,0.075666699834721,0.471044842003185,0.770657059752263
range,0.771114284334906,0.151318305688579,0.524909768355328,1.13279895965438
sigma_O,2.67480177864416,0.408990677609101,1.98215948881681,3.60947975952663
sigma_E,0.66428766112315,0.0696068526466489,0.540958203308758,0.815734180610254
range,0.770950693077623,0.195648947008174,0.468826227502165,1.26777244166469
sigma_O,2.74422569929702,0.53401532052051,1.87404242776152,4.01846541845772
sigma_E,0.572481298680913,0.0662010723893017,0.456382881831966,0.718113782059102
range,0.6402595204171,0.146767750280819,0.408539173020446,1.00340990670243
sigma_O,2.5866248529824,0.406047841703336,1.90156861781772,3.5184784116518
sigma_E,0.634890947080226,0.0729761564119757,0.506826865976831,0.795314024854502
range,0.540077013195533,0.12327232718387,0.345278341296369,0.844776938765014
sigma_O,2.20351954208824,0.303841886960358,1.68168741923413,2.8872775741975
sigma_E,0.649354410098436,0.080409761112129,0.509421463544112,0.827725528054386
range,0.783673592422385,0.162481196419942,0.521979276106874,1.17656835735076
sigma_O,2.92616182620691,0.481594752745546,2.1193639492974,4.04009091312
sigma_E,0.666540023618184,0.0683648165274731,0.545156621856968,0.81495039273593
range,0.459914371522534,0.0928809375215827,0.309581180708738,0.683249636327125
sigma_O,2.07388236662112,0.236102275707801,1.65912310877863,2.59232605936531
sigma_E,0.657869533886043,0.0774335918573751,0.522336428567005,0.828570055515323
range,0.893973546720591,0.216014338425751,0.556731118199837,1.43550212321584
sigma_O,3.17566434519467,0.621447355991387,2.16402629763718,4.66022249561013
sigma_E,0.599220275234555,0.0648157929635075,0.484746494317246,0.74072725117468
range,0.893002408904405,0.210119642935589,0.563077990682432,1.4162395183349
sigma_O,3.50299491051912,0.688031045613301,2.38370831924399,5.14785019796998
sigma_E,0.58780514594693,0.0646398086109652,0.473836352703866,0.729186115902823
range,0.67752117117335,0.123612185161906,0.473830595069855,0.968774372453586
sigma_O,2.96872422501859,0.417490301040273,2.2535426453911,3.91087496934528
sigma_E,0.737765282517699,0.0688559943568107,0.614433885288855,0.885852204965124
range,0.569785926098923,0.150002487708965,0.340113159893852,0.954552895517867
sigma_O,2.62609826555163,0.439056882123394,1.89233814878701,3.64437619394498
sigma_E,0.602414960987351,0.0713066734997506,0.477684002756665,0.759715173895528
range,0.9382428186699,0.171892223591539,0.655193464327457,1.34357199012852
sigma_O,3.29422454821711,0.528410065494283,2.4055601550261,4.51118021364071
sigma_E,0.633981817722349,0.0640665110826854,0.520067040416887,0.77284833293866
range,0.848271511757767,0.204523476028439,0.528816451166401,1.36070758780797
sigma_O,3.35797545900866,0.650710771876753,2.29684190446243,4.90934929452339
sigma_E,0.558234702384842,0.0608480758382314,0.450853152074044,0.691191758365514
range,0.959067943096857,0.195976194035527,0.642561394353833,1.43147616330266
sigma_O,3.61223152702241,0.627612581995479,2.56969920729206,5.07772137991388
sigma_E,0.616029395551422,0.0625660586663062,0.504836198185295,0.751713560849219
range,0.681501196871214,0.162935615041023,0.426538732542276,1.08886683881836
sigma_O,2.74602187972647,0.473864810633035,1.95802016426408,3.85115347715055
sigma_E,0.650701188530381,0.0708752347204097,0.525614819223886,0.805555743995297
range,0.866157301639727,0.182469038485043,0.573163316997278,1.30892618026247
sigma_O,3.33254750194533,0.568134332593591,2.38595963419286,4.6546775953647
sigma_E,0.640779354186175,0.0621619040789633,0.529826386070815,0.774967407335527
range,0.609897478650841,0.135421089637105,0.394690624314136,0.942446847099659
sigma_O,2.67565001610957,0.421362267173294,1.9650870763864,3.64314797788606
sigma_E,0.652424275414899,0.0676217329033338,0.532482988513078,0.799382223156603
range,0.869826223038851,0.172606278665533,0.589551916607828,1.28334356478621
sigma_O,3.46002073724469,0.586729215765836,2.48163059665742,4.8241440600742
sigma_E,0.602404692171046,0.0620743405699536,0.492240020433541,0.737224520732945
range,0.867945131498457,0.163847078397141,0.599523178314394,1.25654649985329
sigma_O,3.49963020201423,0.550492497222866,2.57115341628005,4.76339197548535
sigma_E,0.632897604614801,0.0593095526687925,0.526703724610236,0.760502269513225
range,0.799102299602114,0.124367575352468,0.589015041908454,1.08412254322129
sigma_O,3.39382993798973,0.452334464956091,2.61360966888217,4.40696320691284
sigma_E,0.710039753682408,0.0612219883132794,0.599638125025315,0.840767841084305
range,0.920275819385448,0.168673915921415,0.642546350053482,1.31804901494665
sigma_O,3.67955350719551,0.591663214675949,2.68487452439941,5.04273622073397
sigma_E,0.630058679313341,0.061063342049338,0.521056925789163,0.761862897756971
range,0.771349757381176,0.132080871053971,0.551438622180753,1.07896042148635
sigma_O,3.11297142332349,0.432695668083961,2.37061010804108,4.08780467507428
sigma_E,0.674230928193821,0.058800862418548,0.56829507219857,0.799914281808628
range,0.998235437513909,0.190463280062952,0.686789685620997,1.45091577461238
sigma_O,4.17120637710973,0.689918214849009,3.0162879823238,5.76833602839089
sigma_E,0.593721167468909,0.0567467116580245,0.492296047284655,0.716042362405601
range,1.14296022909014,0.2308449327957,0.769330602531268,1.69804513298128
