term,estimate,std.error,conf.low,conf.high
range,1.46972553630537,0.641950066031583,0.624376418151023,3.45960079412487
sigma_O,3.32147661490534,0.924106811570691,1.92534461119332,5.72999079708922
sigma_E,0.00164125963264271,0.163316299494372,3.27292799212711e-88,8.23034661386431e+81
range,1.00670107486713,0.784441030158684,0.218588725254492,4.63631897280488
sigma_O,3.30276430371302,0.848601291129818,1.99605583075215,5.46490327465969
sigma_E,9.62867384054706e-06,0.00735220355161875,0,Inf
range,4.17351465154535,2.40164705179662,1.35107174929364,12.8921536223152
sigma_O,3.00605987254574,1.13103522127493,1.43790957230111,6.28439794226325
sigma_E,0.000851577152897808,,,
range,4.87988396770284,3.20206732947846,1.348561235414,17.6582767714902
sigma_O,3.51790311611802,1.59378247087294,1.44759765566772,8.54908978744126
sigma_E,4.53515108907829e-11,1.81851705349276e-09,3.34875878378301e-45,6.14185634999162e+23
range,1.14199191682178,0.404021938257819,0.570845992816657,2.28458385360892
sigma_O,3.45288597778913,0.80617886691922,2.18496223679362,5.456580152666
sigma_E,3.20718710102699e-05,0.0280952171880817,0,Inf
range,2.2179006951138,1.02421066551729,0.897146396717879,5.4830332166325
sigma_O,4.08507656888408,1.41056025547238,2.07626978859231,8.03741915686203
sigma_E,4.90916812348712e-05,,,
range,1.78900549981962,0.836163171444031,0.715762000778734,4.4715152172129
sigma_O,4.090737566364,1.32693238434352,2.16617353791763,7.72520462647162
sigma_E,2.97203821390041e-05,0.0658070355634122,0,Inf
range,1.67115899557444,0.65827672721687,0.772192921843708,3.61667701100041
sigma_O,3.93796420317332,1.11219203703849,2.26395852738111,6.84975536341349
sigma_E,8.84555510907673e-05,0.0432174606573442,0,Inf
range,1.88358326064994,0.763357612458686,0.851175973212281,4.16821669250269
sigma_O,3.33155013317212,0.874468281593041,1.99169211805909,5.57276206959909
sigma_E,0.000306792486772553,0.0935066411217104,1.12435799551963e-263,8.37114427212277e+255
range,1.14487543266588,0.423141579785817,0.554826763670442,2.36243065790614
sigma_O,3.48758941460373,0.789867266077421,2.23741069489446,5.43631973897834
sigma_E,3.18588136660396e-05,0.0460675683270946,0,Inf
range,1.04225091076134,0.468457704851834,0.431901808159802,2.51512482805104
sigma_O,3.4805626131108,0.870484326409268,2.13189110135353,5.68242725723342
sigma_E,8.22144297672855e-05,0.0946549565118652,0,Inf
range,1.71481150135882,0.679009716385187,0.789165687963902,3.72618643973151
sigma_O,3.46459452164383,0.97867007528818,1.9916229019997,6.02695178256502
